<----Clip Here for Data----->
HGNC ID	Approved Name	Aliases	Name Aliases	Pubmed IDs
14698	olfactory receptor, family 8, subfamily G, member 3 pseudogene			
19622	olfactory receptor, family 8, subfamily G, member 5			
19625	olfactory receptor, family 8, subfamily G, member 7 pseudogene			
14824	olfactory receptor, family 8, subfamily H, member 1			
15308	olfactory receptor, family 8, subfamily H, member 2			
15309	olfactory receptor, family 8, subfamily H, member 3			
14828	olfactory receptor, family 8, subfamily I, member 1 pseudogene			
15310	olfactory receptor, family 8, subfamily I, member 2			
31316	olfactory receptor, family 8, subfamily I, member 4 pseudogene			
14855	olfactory receptor, family 8, subfamily J, member 1			
15311	olfactory receptor, family 8, subfamily J, member 2 (gene/pseudogene)			
15312	olfactory receptor, family 8, subfamily J, member 3			
14831	olfactory receptor, family 8, subfamily K, member 1			
14832	olfactory receptor, family 8, subfamily K, member 2 pseudogene			
15313	olfactory receptor, family 8, subfamily K, member 3			
15314	olfactory receptor, family 8, subfamily K, member 4 pseudogene			
15315	olfactory receptor, family 8, subfamily K, member 5			
15316	olfactory receptor, family 8, subfamily L, member 1 pseudogene			
15317	olfactory receptor, family 8, subfamily Q, member 1 pseudogene			
15318	olfactory receptor, family 8, subfamily R, member 1 pseudogene			
19628	olfactory receptor, family 8, subfamily S, member 1			
31317	olfactory receptor, family 8, subfamily S, member 21 pseudogene			
19630	olfactory receptor, family 8, subfamily T, member 1 pseudogene			
19611	olfactory receptor, family 8, subfamily U, member 1			
27538	olfactory receptor, family 8, subfamily U, member 8			
29166	olfactory receptor, family 8, subfamily U, member 9			
19613	olfactory receptor, family 8, subfamily V, member 1 pseudogene			
31318	olfactory receptor, family 8, subfamily X, member 1 pseudogene			
8486	olfactory receptor, family 9, subfamily A, member 1 pseudogene	HTPCRX06, HSHTPCRX06		1370859
15093	olfactory receptor, family 9, subfamily A, member 2			
15094	olfactory receptor, family 9, subfamily A, member 3 pseudogene			
15095	olfactory receptor, family 9, subfamily A, member 4			
15319	olfactory receptor, family 9, subfamily G, member 1			
15320	olfactory receptor, family 9, subfamily G, member 2 pseudogene			
15321	olfactory receptor, family 9, subfamily G, member 3 pseudogene			
15322	olfactory receptor, family 9, subfamily G, member 4			
31940	olfactory receptor, family 9, subfamily G, member 9			
15038	olfactory receptor, family 9, subfamily H, member 1 pseudogene			
14718	olfactory receptor, family 9, subfamily I, member 1			
15324	olfactory receptor, family 9, subfamily I, member 2 pseudogene			
15325	olfactory receptor, family 9, subfamily I, member 3 pseudogene	OST714		
15338	olfactory receptor, family 9, subfamily K, member 1 pseudogene			
15339	olfactory receptor, family 9, subfamily K, member 2			
14761	olfactory receptor, family 9, subfamily L, member 1 pseudogene			
15327	olfactory receptor, family 9, subfamily M, member 1, pseudogene			
15096	olfactory receptor, family 9, subfamily N, member 1 pseudogene			
15097	olfactory receptor, family 9, subfamily P, member 1 pseudogene			
14724	olfactory receptor, family 9, subfamily Q, member 1			
15328	olfactory receptor, family 9, subfamily Q, member 2			
15340	olfactory receptor, family 9, subfamily R, member 1 pseudogene			
31288	olfactory receptor, family 9, subfamily S, member 24 pseudogene			
8161	olfactory receptor, family 10, subfamily A, member 2	OST363		
8162	olfactory receptor, family 10, subfamily A, member 3	HTPCRX12, HSHTPCRX12		1370859
15130	olfactory receptor, family 10, subfamily A, member 4			
15131	olfactory receptor, family 10, subfamily A, member 5	OR11-403, JCG6		
15132	olfactory receptor, family 10, subfamily A, member 6			
15329	olfactory receptor, family 10, subfamily A, member 7			
14989	olfactory receptor, family 10, subfamily AA, member 1 pseudogene			
14804	olfactory receptor, family 10, subfamily AB, member 1 pseudogene			
14758	olfactory receptor, family 10, subfamily AC, member 1 pseudogene			
14819	olfactory receptor, family 10, subfamily AD, member 1			
14990	olfactory receptor, family 10, subfamily AE, member 1 pseudogene			
31235	olfactory receptor, family 10, subfamily AE, member 3 pseudogene			
19606	olfactory receptor, family 10, subfamily AF, member 1 pseudogene			
19607	olfactory receptor, family 10, subfamily AG, member 1			
19647	olfactory receptor, family 10, subfamily AH, member 1 pseudogene			
31236	olfactory receptor, family 10, subfamily AK, member 1 pseudogene			
8163	olfactory receptor, family 10, subfamily B, member 1 pseudogene			
8165	olfactory receptor, family 10, subfamily C, member 1	hs6M1-17, OR10C1P		
8166	olfactory receptor, family 10, subfamily D, member 1 pseudogene	OST074, HTPCRX03		
8168	olfactory receptor, family 10, subfamily D, member 3 pseudogene	HTPCRX09		1370859
14770	olfactory receptor, family 10, subfamily D, member 4 pseudogene			
14838	olfactory receptor, family 10, subfamily D, member 5 pseudogene			
8169	olfactory receptor, family 10, subfamily G, member 1 pseudogene			8188290
8170	olfactory receptor, family 10, subfamily G, member 2			8188290
8171	olfactory receptor, family 10, subfamily G, member 3			8188290
14809	olfactory receptor, family 10, subfamily G, member 4			
14811	olfactory receptor, family 10, subfamily G, member 5 pseudogene			
14836	olfactory receptor, family 10, subfamily G, member 6	OR10G6Q		
14842	olfactory receptor, family 10, subfamily G, member 7			
14845	olfactory receptor, family 10, subfamily G, member 8			
15129	olfactory receptor, family 10, subfamily G, member 9			
8172	olfactory receptor, family 10, subfamily H, member 1			
8173	olfactory receptor, family 10, subfamily H, member 2			
8174	olfactory receptor, family 10, subfamily H, member 3			
15388	olfactory receptor, family 10, subfamily H, member 4			
15389	olfactory receptor, family 10, subfamily H, member 5			
8175	olfactory receptor, family 10, subfamily J, member 1	HGMP07J, HSHGMP07J		1370859
14991	olfactory receptor, family 10, subfamily J, member 2 pseudogene			
14992	olfactory receptor, family 10, subfamily J, member 3			
15408	olfactory receptor, family 10, subfamily J, member 4 (gene/pseudogene)	OST717		
14993	olfactory receptor, family 10, subfamily J, member 5			
14994	olfactory receptor, family 10, subfamily J, member 6 pseudogene			
19637	olfactory receptor, family 10, subfamily J, member 7 pseudogene			
19638	olfactory receptor, family 10, subfamily J, member 8 pseudogene			
19639	olfactory receptor, family 10, subfamily J, member 9 pseudogene			
14693	olfactory receptor, family 10, subfamily K, member 1			
14826	olfactory receptor, family 10, subfamily K, member 2			
14689	olfactory receptor, family 10, subfamily N, member 1 pseudogene			
15378	olfactory receptor, family 10, subfamily P, member 1	OST701		
15134	olfactory receptor, family 10, subfamily Q, member 1			
15135	olfactory receptor, family 10, subfamily Q, member 2 pseudogene			
14813	olfactory receptor, family 10, subfamily R, member 1 pseudogene			
14820	olfactory receptor, family 10, subfamily R, member 2	OR10R2Q		
14829	olfactory receptor, family 10, subfamily R, member 3 pseudogene			
14807	olfactory receptor, family 10, subfamily S, member 1			
14812	olfactory receptor, family 10, subfamily T, member 1 pseudogene			
14816	olfactory receptor, family 10, subfamily T, member 2			
15332	olfactory receptor, family 10, subfamily U, member 1 pseudogene			
15136	olfactory receptor, family 10, subfamily V, member 1			
15137	olfactory receptor, family 10, subfamily V, member 2 pseudogene			
15138	olfactory receptor, family 10, subfamily V, member 3 pseudogene			
31237	olfactory receptor, family 10, subfamily V, member 7 pseudogene			
15139	olfactory receptor, family 10, subfamily W, member 1			
14995	olfactory receptor, family 10, subfamily X, member 1			
15140	olfactory receptor, family 10, subfamily Y, member 1 pseudogene			
14996	olfactory receptor, family 10, subfamily Z, member 1			
8176	olfactory receptor, family 11, subfamily A, member 1	hs6M1-18		
15345	olfactory receptor, family 11, subfamily G, member 1 pseudogene			
15346	olfactory receptor, family 11, subfamily G, member 2			
15404	olfactory receptor, family 11, subfamily H, member 1	OR22-1		12213199
14716	olfactory receptor, family 11, subfamily H, member 2			
15367	olfactory receptor, family 11, subfamily H, member 3 pseudogene			
15347	olfactory receptor, family 11, subfamily H, member 4			
15348	olfactory receptor, family 11, subfamily H, member 5 pseudogene			
15349	olfactory receptor, family 11, subfamily H, member 6			
15350	olfactory receptor, family 11, subfamily H, member 7 (gene/pseudogene)			
30738	olfactory receptor, family 11, subfamily H, member 12			
29997	olfactory receptor, family 11, subfamily H, member 13 pseudogene			
14997	olfactory receptor, family 11, subfamily I, member 1 pseudogene			
15369	olfactory receptor, family 11, subfamily J, member 1 pseudogene			
15370	olfactory receptor, family 11, subfamily J, member 2 pseudogene			
31238	olfactory receptor, family 11, subfamily J, member 5 pseudogene			
15371	olfactory receptor, family 11, subfamily K, member 1 pseudogene			
19635	olfactory receptor, family 11, subfamily K, member 2 pseudogene			
14998	olfactory receptor, family 11, subfamily L, member 1			
15333	olfactory receptor, family 11, subfamily M, member 1 pseudogene			
19582	olfactory receptor, family 11, subfamily N, member 1 pseudogene			
19636	olfactory receptor, family 11, subfamily P, member 1 pseudogene			
31239	olfactory receptor, family 11, subfamily Q, member 1 pseudogene			
8177	olfactory receptor, family 12, subfamily D, member 1 pseudogene	hs6M1-19		
8178	olfactory receptor, family 12, subfamily D, member 2	hs6M1-20		
13963	olfactory receptor, family 12, subfamily D, member 3	hs6M1-27		
14772	olfactory receptor, family 13, subfamily A, member 1			
14699	olfactory receptor, family 13, subfamily C, member 1 pseudogene			
14701	olfactory receptor, family 13, subfamily C, member 2			
14704	olfactory receptor, family 13, subfamily C, member 3			
14722	olfactory receptor, family 13, subfamily C, member 4			
15100	olfactory receptor, family 13, subfamily C, member 5			
15101	olfactory receptor, family 13, subfamily C, member 6 pseudogene			
15102	olfactory receptor, family 13, subfamily C, member 7 pseudogene	OST706		
15103	olfactory receptor, family 13, subfamily C, member 8			
15104	olfactory receptor, family 13, subfamily C, member 9			
14695	olfactory receptor, family 13, subfamily D, member 1			
15105	olfactory receptor, family 13, subfamily D, member 2 pseudogene			
15106	olfactory receptor, family 13, subfamily D, member 3 pseudogene			
15107	olfactory receptor, family 13, subfamily E, member 1 pseudogene	OST741		
14723	olfactory receptor, family 13, subfamily F, member 1			
14999	olfactory receptor, family 13, subfamily G, member 1			
14755	olfactory receptor, family 13, subfamily H, member 1			
14732	olfactory receptor, family 13, subfamily I, member 1 pseudogene			
15108	olfactory receptor, family 13, subfamily J, member 1			
14721	olfactory receptor, family 13, subfamily K, member 1 pseudogene			
31240	olfactory receptor, family 13, subfamily Z, member 1 pseudogene			
31241	olfactory receptor, family 13, subfamily Z, member 2 pseudogene			
31242	olfactory receptor, family 13, subfamily Z, member 3 pseudogene			
15024	olfactory receptor, family 14, subfamily A, member 2			
15022	olfactory receptor, family 14, subfamily A, member 16			
15026	olfactory receptor, family 14, subfamily C, member 36			
19575	olfactory receptor, family 14, subfamily I, member 1			
13971	olfactory receptor, family 14, subfamily J, member 1	hs6M1-28		
15025	olfactory receptor, family 14, subfamily K, member 1			
15023	olfactory receptor, family 14, subfamily L, member 1 pseudogene			
8316	olfactory receptor, family 51, subfamily A, member 1 pseudogene			
14764	olfactory receptor, family 51, subfamily A, member 2			
14794	olfactory receptor, family 51, subfamily A, member 3 pseudogene			
14795	olfactory receptor, family 51, subfamily A, member 4			
14801	olfactory receptor, family 51, subfamily A, member 5 pseudogene			
15187	olfactory receptor, family 51, subfamily A, member 6 pseudogene			
15188	olfactory receptor, family 51, subfamily A, member 7			
15189	olfactory receptor, family 51, subfamily A, member 8 pseudogene			
15190	olfactory receptor, family 51, subfamily A, member 9 pseudogene			
15185	olfactory receptor, family 51, subfamily A, member 10 pseudogene			
31278	olfactory receptor, family 51, subfamily AB, member 1 pseudogene			
14703	olfactory receptor, family 51, subfamily B, member 2			
14706	olfactory receptor, family 51, subfamily B, member 3 pseudogene			
14708	olfactory receptor, family 51, subfamily B, member 4			
19599	olfactory receptor, family 51, subfamily B, member 5			
19600	olfactory receptor, family 51, subfamily B, member 6			
31279	olfactory receptor, family 51, subfamily B, member 8 pseudogene			
15191	olfactory receptor, family 51, subfamily C, member 1 pseudogene	OST734		
31280	olfactory receptor, family 51, subfamily C, member 4 pseudogene			
15193	olfactory receptor, family 51, subfamily D, member 1	OR51D1Q		
15194	olfactory receptor, family 51, subfamily E, member 1	GPR136		
15195	olfactory receptor, family 51, subfamily E, member 2	PSGR		11118034
15196	olfactory receptor, family 51, subfamily F, member 1			
15197	olfactory receptor, family 51, subfamily F, member 2			
31281	olfactory receptor, family 51, subfamily F, member 3 pseudogene			
31282	olfactory receptor, family 51, subfamily F, member 4 pseudogene			
31283	olfactory receptor, family 51, subfamily F, member 5 pseudogene			
14738	olfactory receptor, family 51, subfamily G, member 1			
15198	olfactory receptor, family 51, subfamily G, member 2			
14833	olfactory receptor, family 51, subfamily H, member 1 pseudogene			
15199	olfactory receptor, family 51, subfamily H, member 2 pseudogene			
15200	olfactory receptor, family 51, subfamily I, member 1			
15201	olfactory receptor, family 51, subfamily I, member 2			
14856	olfactory receptor, family 51, subfamily J, member 1 (gene/pseudogene)			
15202	olfactory receptor, family 51, subfamily K, member 1 pseudogene			
14759	olfactory receptor, family 51, subfamily L, member 1			
14847	olfactory receptor, family 51, subfamily M, member 1			
14757	olfactory receptor, family 51, subfamily N, member 1 pseudogene			
14762	olfactory receptor, family 51, subfamily P, member 1 pseudogene			
14851	olfactory receptor, family 51, subfamily Q, member 1			
15203	olfactory receptor, family 51, subfamily R, member 1 pseudogene			
15204	olfactory receptor, family 51, subfamily S, member 1			
15205	olfactory receptor, family 51, subfamily T, member 1			
19597	olfactory receptor, family 51, subfamily V, member 1			
8318	olfactory receptor, family 52, subfamily A, member 1	HPFH1OR		10512676
19579	olfactory receptor, family 52, subfamily A, member 4			
19580	olfactory receptor, family 52, subfamily A, member 5			
15206	olfactory receptor, family 52, subfamily B, member 1 pseudogene			
15207	olfactory receptor, family 52, subfamily B, member 2			
15208	olfactory receptor, family 52, subfamily B, member 3 pseudogene			
15209	olfactory receptor, family 52, subfamily B, member 4			
15210	olfactory receptor, family 52, subfamily B, member 5 pseudogene			
15211	olfactory receptor, family 52, subfamily B, member 6			
15212	olfactory receptor, family 52, subfamily D, member 1			
14766	olfactory receptor, family 52, subfamily E, member 1 (gene/pseudogene)			
14769	olfactory receptor, family 52, subfamily E, member 2			
14793	olfactory receptor, family 52, subfamily E, member 3 pseudogene			
15213	olfactory receptor, family 52, subfamily E, member 4			
15214	olfactory receptor, family 52, subfamily E, member 5			
15215	olfactory receptor, family 52, subfamily E, member 6			
15216	olfactory receptor, family 52, subfamily E, member 7 pseudogene			
15217	olfactory receptor, family 52, subfamily E, member 8			
15218	olfactory receptor, family 52, subfamily H, member 1			
15219	olfactory receptor, family 52, subfamily H, member 2 pseudogene			
15220	olfactory receptor, family 52, subfamily I, member 1			
15221	olfactory receptor, family 52, subfamily I, member 2			
14760	olfactory receptor, family 52, subfamily J, member 1 pseudogene			
14797	olfactory receptor, family 52, subfamily J, member 2 pseudogene			
14799	olfactory receptor, family 52, subfamily J, member 3			
15222	olfactory receptor, family 52, subfamily K, member 1			
15223	olfactory receptor, family 52, subfamily K, member 2			
15224	olfactory receptor, family 52, subfamily K, member 3 pseudogene			
14785	olfactory receptor, family 52, subfamily L, member 1			
14788	olfactory receptor, family 52, subfamily L, member 2 pseudogene			
15225	olfactory receptor, family 52, subfamily M, member 1			
15226	olfactory receptor, family 52, subfamily M, member 2 pseudogene			
14853	olfactory receptor, family 52, subfamily N, member 1			
15228	olfactory receptor, family 52, subfamily N, member 2			
15229	olfactory receptor, family 52, subfamily N, member 3 pseudogene			
15230	olfactory receptor, family 52, subfamily N, member 4			
15231	olfactory receptor, family 52, subfamily N, member 5	OR52N5Q		
15232	olfactory receptor, family 52, subfamily P, member 1 pseudogene			
15233	olfactory receptor, family 52, subfamily P, member 2 pseudogene			
15234	olfactory receptor, family 52, subfamily Q, member 1 pseudogene			
15235	olfactory receptor, family 52, subfamily R, member 1			
14805	olfactory receptor, family 52, subfamily S, member 1 pseudogene			
15236	olfactory receptor, family 52, subfamily T, member 1 pseudogene			
15237	olfactory receptor, family 52, subfamily U, member 1 pseudogene			
15238	olfactory receptor, family 52, subfamily V, member 1 pseudogene			
15239	olfactory receptor, family 52, subfamily W, member 1			
14790	olfactory receptor, family 52, subfamily X, member 1 pseudogene			
15240	olfactory receptor, family 52, subfamily Y, member 1 pseudogene			
19596	olfactory receptor, family 52, subfamily Z, member 1 (gene/pseudogene)			
15241	olfactory receptor, family 55, subfamily B, member 1 pseudogene			
14781	olfactory receptor, family 56, subfamily A, member 1			
14786	olfactory receptor, family 56, subfamily A, member 3			
14791	olfactory receptor, family 56, subfamily A, member 4			
14792	olfactory receptor, family 56, subfamily A, member 5			
15244	olfactory receptor, family 56, subfamily A, member 7 pseudogene			
15245	olfactory receptor, family 56, subfamily B, member 1			
15246	olfactory receptor, family 56, subfamily B, member 2 pseudogene			
15247	olfactory receptor, family 56, subfamily B, member 3 pseudogene			
15248	olfactory receptor, family 56, subfamily B, member 4			
25896	ORAI calcium release-activated calcium modulator 1	FLJ14466, CRACM1	"calcium release-activated calcium modulator 1"	16582901
21667	ORAI calcium release-activated calcium modulator 2	CBCIP2, FLJ12474, FLJ14733, H_NH0514P08.8	"CAP-binding protein complex interacting protein 2"	16582901
28185	ORAI calcium release-activated calcium modulator 3	MGC13024		16582901
17589	oral cancer overexpressed 1	TAOS1	"oral cancer overexpressed protein 1-A"	12172009
8487	origin recognition complex, subunit 1-like (yeast)	HSORC1, ORC1, PARC1	"origin recognition complex, subunit 1, S. cerevisiae, homolog-like", "origin recognition complex 1", "replication control protein 1"	8884289
8488	origin recognition complex, subunit 2-like (yeast)			8808289
8489	origin recognition complex, subunit 3-like (yeast)	IMAGE50150, LATHEO		9829972, 10402192
8490	origin recognition complex, subunit 4-like (yeast)	HsORC4, ORC4, Orc4p		9353276, 9691185
8491	origin recognition complex, subunit 5-like (yeast)	Orc5p, ORC5, ORC5T		9417919, 9829972
17151	origin recognition complex, subunit 6 like (yeast)	ORC6		10945994
8498	orosomucoid 1			
8499	orosomucoid 2	AGP-B, AGP-B', AGP2	"alpha-1-acid glycoprotein, type 2"	4711474, 2970990
16036	ORM1-like 1 (S. cerevisiae)			12093374
16037	ORM1-like 2 (S. cerevisiae)	HSPC160, adoplin-2, MST095, MSTP095		12093374
16038	ORM1-like 3 (S. cerevisiae)			
16994	osteosarcoma amplified 9, endoplasmic reticulum lectin	OS-9, ERLEC2	"endoplasmic reticulum lectin 2", "erlectin 2"	8634085, 9498564, 19346256, 18264092
8503	oxysterol binding protein	OSBP1		
8504	oxysterol binding protein 2	KIAA1664, ORP-4, ORP4		10591208, 11278871, 11802775
16398	oxysterol binding protein-like 1A	ORP-1, ORP1		11279184, 10588946
15761	oxysterol binding protein-like 2	KIAA0772, ORP-2		10588946, 11861666
16370	oxysterol binding protein-like 3	ORP-3, ORP3, KIAA0704		9734811
16392	oxysterol binding protein-like 5	KIAA1534, ORP5		
16388	oxysterol binding protein-like 6	ORP6	"OSBP-related protein 6"	11483621
16387	oxysterol binding protein-like 7	ORP7, MGC71150		14593528, 11735225
16396	oxysterol binding protein-like 8	OSBP10, ORP8, MST120, MSTP120		1735225, 17991739
16386	oxysterol binding protein-like 9			
16395	oxysterol binding protein-like 10			
16397	oxysterol binding protein-like 11	ORP-11, ORP11, FLJ13012, FLJ13164		
29960	osteoclast associated, immunoglobulin-like receptor			11805147
29971	organic solute carrier partner 1	NOR1	"oxidored nitro domain containing protein"	12477932
18028	O-sialoglycoprotein endopeptidase	PRSMG1, GCPL1, OSGEP1, KAE1		12039036
23075	O-sialoglycoprotein endopeptidase-like 1			
30093	oxidative stress induced growth inhibitor 1	BDGI, OKL38	"bone marrow stromal cell-derived growth inhibitor", "pregnancy induced growth inhibitor"	11459809, 14570898
1355	oxidative stress induced growth inhibitor family member 2	hT41		9933573
8506	oncostatin M			1717982
8507	oncostatin M receptor	OSMRB		8999038
8111	odd-skipped related 1 (Drosophila)			2120051, 12119563
15830	odd-skipped related 2 (Drosophila)	FLJ90037		
24448	oligosaccharyltransferase complex subunit	DC2	"DC2 protein"	15835887
30530	oligosaccharyltransferase complex subunit-like	DC2L	"DC2 protein-like"	12477932
8510	osteoclast stimulating factor 1	SH3P2, OSF, bA235O14.1		10092216
31439	osteoclast stimulating factor 1 pseudogene			
21652	osteopetrosis associated transmembrane protein 1	HSPC019, GL		12627228, 12079282
29961	osteocrin			14523025
8512	ornithine carbamoyltransferase			
16378	otoancorin	CT108	"cancer/testis antigen 108"	11972037, 19088187
8515	otoferlin	FER1L2, DFNB6		10192385, 18381613
8516	otogelin	mlemp, OTGN, FLJ46346		9405633
19656	otopetrin 1			12651873
19657	otopetrin 2			12651873
19658	otopetrin 3			12651873
8517	otoraplin	MIAL, MIAL1, FDP		10873378
22644	otospiralin	OTOSP		12687421
8518	orthopedia homeobox			10458915
8519	otosclerosis 1	OTS		9425236
8520	otosclerosis 2			11170898
17831	otosclerosis 3			12114476
19981	otosclerosis 4			16618911
20238	otosclerosis 5			15173231
20375	otosclerosis 6			
31084	otosclerosis 7			17213839
32939	otosclerosis 8			18224337
35457	otosclerosis 9			
23077	OTU domain, ubiquitin aldehyde binding 1	FLJ20113, FLJ40710		12704427
20351	OTU domain, ubiquitin aldehyde binding 2	FLJ21916, MGC3102		12704427
27346	OTU domain containing 1	DUBA7		
29038	OTU domain containing 3	KIAA0459, DUBA4		9455484
24949	OTU domain containing 4	HSHIN1, KIAA1046, DUBA6		1475186, 12727813
25402	OTU domain containing 5	DKFZp761A052, DUBA		
32312	OTU domain containing 6A	FLJ25831, HSHIN6, DUBA2		
24281	OTU domain containing 6B	CGI-77, DUBA5		
20718	OTU domain containing 7A	CEZANNE2		
16683	OTU domain containing 7B	CEZANNE		11463333
8521	orthodenticle homeobox 1			7959790
8522	orthodenticle homeobox 2			7959790
33281	orthodenticle homeobox 2 pseudogene 1			
24203	ovarian tumor suppressor candidate 2		"candidate tumor suppressor in ovarian cancer 2"	11979432, 8616839, 16368187
23080	ovochymase 1	OVCH		12838346
29970	ovochymase 2	OVTN		12838346
8524	oviductal glycoprotein 1, 120kDa	CHIT5	"oviductin"	7819450, 9341614
8525	ovo-like 1(Drosophila)			9383297
15804	ovo-like 2 (Drosophila)	bA504H3.3		
8526	oxidase (cytochrome c) assembly 1-like	MGC133129, OXA1		8586451, 19349278
8527	3-oxoacid CoA transferase 1	SCOT		8751852
18606	3-oxoacid CoA transferase 2	FKSG25, FLJ00030, SCOT-T		11214971, 11756565
21627	3-oxoacid CoA transferase 2 pseudogene			
24884	oxoeicosanoid (OXE) receptor 1	GPCR, TG1019, GPR170	"5-oxo-ETE acid G-protein-coupled receptor 1"	12065583, 15001665
4531	oxoglutarate (alpha-ketoglutarate) receptor 1	P2RY15, P2Y15		15141213, 12098360
25128	oxidoreductase NAD-binding domain containing 1	MGC15763		12477932
15822	oxidation resistance 1			11114193
26063	3-oxoacyl-ACP synthase, mitochondrial	KS, FLJ20604, FASN2D	"beta-ketoacyl synthase"	12477932
8508	oxidative-stress responsive 1	KIAA1101		10083736
8528	oxytocin, prepropeptide		"neurophysin I"	
8529	oxytocin receptor			1313946
8531	P one antigen (P blood group)			
8533	purinergic receptor P2X, ligand-gated ion channel, 1	P2X1		8834001
15459	purinergic receptor P2X, ligand-gated ion channel, 2	P2X2		10570044, 7523952
8534	purinergic receptor P2X, ligand-gated ion channel, 3	P2X3		9221902
8535	purinergic receptor P2X, ligand-gated ion channel, 4	P2X4		9016352
8536	purinergic receptor P2X, ligand-gated ion channel, 5	P2X5		9414125
8538	purinergic receptor P2X, ligand-gated ion channel, 6	P2XM, MGC129625, P2X6		9242461, 10591208, 8786426
34076	purinergic receptor P2X, ligand-gated ion channel, 6 pseudogene			
8537	purinergic receptor P2X, ligand-gated ion channel, 7	P2X7, MGC20089		9038151, 9826911
8539	purinergic receptor P2Y, G-protein coupled, 1	P2Y1		8579591
8541	purinergic receptor P2Y, G-protein coupled, 2	P2U		8159738, 9286708
8542	pyrimidinergic receptor P2Y, G-protein coupled, 4	NRU, P2Y4, UNR, P2P		8537336
8543	pyrimidinergic receptor P2Y, G-protein coupled, 6	P2Y6		8670200
15524	purinergic receptor P2Y, G-protein coupled, 8	P2Y8		11004484
19906	purinergic receptor P2Y, G-protein coupled, 10	P2Y10		11004484, 9755289
19063	purinergic receptor P2Y, G-protein coupled, 10 pseudogene 1	GPR121P, P2Y10P1		
32924	purinergic receptor P2Y, G-protein coupled, 10 pseudogene 2			
8540	purinergic receptor P2Y, G-protein coupled, 11	P2Y11		9405388
18124	purinergic receptor P2Y, G-protein coupled, 12	P2Y12, SP1999, HORK3		11502873, 11104774
4537	purinergic receptor P2Y, G-protein coupled, 13	FKSG77, P2Y13		11273702, 11574155
16442	purinergic receptor P2Y, G-protein coupled, 14	KIAA0001		
8546	prolyl 4-hydroxylase, alpha polypeptide I	C-P4Halpha(I)	"collagen prolyl 4-hydroxylase alpha(I)"	2556027
8547	prolyl 4-hydroxylase, alpha polypeptide II	C-P4Halpha(II)	"4-PH alpha 2", "collagen prolyl 4-hydroxylase alpha(II)"	9211872, 9149945
30135	prolyl 4-hydroxylase, alpha polypeptide III	C-P4Halpha(III)	"collagen prolyl 4-hydroxylase alpha(III)"	14500733
8548	prolyl 4-hydroxylase, beta polypeptide	PDIA1, PROHB, DSI, GIT, PDI, PO4HB, P4Hbeta	"protein disulfide isomerase-associated 1", "protein disulfide isomerase family A, member 1", "collagen prolyl 4-hydroxylase beta"	8111381
28858	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)	P4H-TM, PHD4, PH4, HIFPH4, FLJ20262, EGLN4, PH-4	"Prolyl hydroxlase domain-containing 4", "hypoxia inducible factor prolyl 4 hydroxylase"	12163023, 17726031
8532	p200 cell surface protein			
8550	proliferation-associated 2G4, 38kDa			9345902
8551	proliferation-associated 2G4 pseudogene			9345902
16531	proliferation-associated 2G4 pseudogene 2	bA102J14.2, PA2G4L5		9345902
31731	proliferation-associated 2G4 pseudogene 3	HsT2542, PA2G4L4		9345902
32217	proliferation-associated 2G4 pseudogene 4	PA2G4L1		9345902
32218	proliferation-associated 2G4 pseudogene 5	PA2G4L2		9345902
32219	proliferation-associated 2G4 pseudogene 6	PA2G4L3		9345902
25687	proteasomal ATPase-associated factor 1	FLJ11848, Rpn14		15831487, 17317272, 17289585
8554	poly(A) binding protein, cytoplasmic 1	PABP1, PABPL1		2885805
15797	poly(A) binding protein, cytoplasmic 1-like	dJ1069P2.3, PABPC1L1, ePAB		11549316
27989	poly(A) binding protein, cytoplasmic 1-like 2A			12477932
31852	poly(A) binding protein, cytoplasmic 1-like 2B			
8556	poly(A) binding protein, cytoplasmic 3	PABP3, tPABP	"testis PABP"	8432538, 10543404
8557	poly(A) binding protein, cytoplasmic 4 (inducible form)	iPABP, APP-1		10543404
31955	poly(A) binding protein, cytoplasmic 4-like			
13629	poly(A) binding protein, cytoplasmic 5	PABP5		11374897
8558	poly(A) binding protein, cytoplasmic, pseudogene 1	PABP1		10543404
8559	poly(A) binding protein, cytoplasmic, pseudogene 2	PABP2, PABP4		10543404
8560	poly(A) binding protein, cytoplasmic, pseudogene 3	PABP3		10543404
8563	poly(A) binding protein, cytoplasmic pseudogene 5			8432538
8562	poly(A) binding protein-like 1	D3S3192		8432538
8565	poly(A) binding protein, nuclear 1	PAB2		7795598
37237	poly(A) binding protein, nuclear 1-like (cytoplasmic)	ePABP2	"embryonic poly(A) binding protein 2"	18483763
8566	pseudoautosomal boundary region, X-linked			
8567	pseudoautosomal boundary region, Y-linked			
19152	PARK2 co-regulated	PARK2CRG, FLJ32724, Glup, HAK005771		12547187
28442	PARK2 co-regulated-like	MGC29898		12477932
30032	phosphofurin acidic cluster sorting protein 1	FLJ10209, KIAA1175		12855553, 14608369
23794	phosphofurin acidic cluster sorting protein 2	KIAA0602		15692567
8570	protein kinase C and casein kinase substrate in neurons 1	SDPI	"syndapin I"	11179684
8571	protein kinase C and casein kinase substrate in neurons 2	SDPII	"syndapin II"	10431838, 11082044
8572	protein kinase C and casein kinase substrate in neurons 3	SDPIII	"syndapin III"	10531379
